,method,comp,suff
124,ablation,0.9976315679959953,-6.449222564697266e-05
125,ablation,0.005193889141082764,0.00010579824447631836
126,ablation,0.942847765982151,0.005894780158996582
127,ablation,0.539113312959671,-0.00012183189392089844
128,ablation,0.13637197017669678,0.0015009045600891113
129,ablation,0.9010986771900207,-0.09690976142883301
130,ablation,0.02559030055999756,0.0001100301742553711
131,ablation,0.9955047050025314,-0.0006354451179504395
132,ablation,0.9918749015778303,-0.0005908608436584473
133,ablation,-0.14311707019805908,-0.0929679274559021
134,ablation,0.10864547244273126,-0.8831236511468887
135,ablation,0.4473993182182312,-0.0001609325408935547
136,ablation,0.0005001425743103027,0.0001398324966430664
137,ablation,0.04244804382324219,0.00020080804824829102
138,ablation,0.9962201418820769,0.00018996000289916992
139,ablation,0.9055961817502975,-7.659196853637695e-05
140,ablation,0.12464988231658936,0.0023508667945861816
141,ablation,0.7090337872505188,-0.0016388893127441406
142,ablation,0.5139212012290955,0.005728721618652344
143,ablation,0.004817962646484375,0.5180721879005432
144,ablation,0.03340679407119751,0.0006589293479919434
145,ablation,0.0012426376342773438,0.9593674801290035
146,ablation,0.00022464990615844727,5.1915645599365234e-05
147,ablation,0.007062017917633057,7.331371307373047e-06
148,ablation,0.9874319406226277,-2.2351741790771484e-05
149,ablation,0.00037658214569091797,1.3470649719238281e-05
150,ablation,0.024940013885498047,0.00026351213455200195
151,ablation,0.4261621395125985,-0.5519865453243256
152,ablation,8.672475814819336e-05,2.9742717742919922e-05
153,ablation,0.9569397419691086,-0.0003800392150878906
154,ablation,0.9828207027167082,0.000408172607421875
155,ablation,0.014412999153137207,-1.33514404296875e-05
156,ablation,0.03298872709274292,0.2747442126274109
157,ablation,0.0009692907333374023,0.3916873335838318
158,ablation,0.0005052685737609863,0.15785819292068481
159,ablation,0.7740857880562544,-0.18157118558883667
160,ablation,0.0016311407089233398,5.9604644775390625e-06
161,ablation,0.0002339482307434082,0.0003674030303955078
162,ablation,0.013348162174224854,4.988908767700195e-05
163,ablation,0.970194712979719,-0.02711433172225952
164,ablation,0.9911464503966272,-0.0028210878372192383
165,ablation,0.9317186325788498,-0.00028830766677856445
166,ablation,0.00021582841873168945,0.016365468502044678
167,ablation,1.895427703857422e-05,0.00010281801223754883
168,ablation,0.0005889534950256348,0.8668902069330215
169,ablation,0.0002633333206176758,0.041793644428253174
170,ablation,0.9789681900292635,-0.00042819976806640625
171,ablation,0.006733059883117676,0.0016625523567199707
